sex,provinces,rates,year,total,quarter
Males,25 Lleida,Unemployment rate,2008,6.89,3
Males,25 Lleida,Unemployment rate,2008,5.48,2
Males,25 Lleida,Unemployment rate,2008,2.72,1
Males,25 Lleida,Employment rate,2008,64.94,4
Males,25 Lleida,Employment rate,2008,67.36,3
Males,25 Lleida,Employment rate,2008,65.4,2
Males,25 Lleida,Employment rate,2008,67.42,1
Males,27 Lugo,Activity rate,2008,59.08,4
Males,27 Lugo,Activity rate,2008,59.82,3
Males,27 Lugo,Activity rate,2008,58.69,2
Males,27 Lugo,Activity rate,2008,57.73,1
Males,27 Lugo,Unemployment rate,2008,5.24,4
Males,27 Lugo,Unemployment rate,2008,3.89,3
Males,27 Lugo,Unemployment rate,2008,3.92,2
Males,27 Lugo,Unemployment rate,2008,5.62,1
Males,27 Lugo,Employment rate,2008,55.99,4
Males,27 Lugo,Employment rate,2008,57.49,3
Males,27 Lugo,Employment rate,2008,56.39,2
Males,27 Lugo,Employment rate,2008,54.49,1
Males,28 Madrid,Activity rate,2008,73.68,4
Males,28 Madrid,Activity rate,2008,74.75,3
Males,28 Madrid,Activity rate,2008,74.07,2
Males,28 Madrid,Activity rate,2008,73.47,1
Males,28 Madrid,Unemployment rate,2008,9.33,4
Males,28 Madrid,Unemployment rate,2008,8.2,3
Males,28 Madrid,Unemployment rate,2008,7.72,2
Males,28 Madrid,Unemployment rate,2008,6.1,1
Males,28 Madrid,Employment rate,2008,66.81,4
Males,28 Madrid,Employment rate,2008,68.62,3
Males,28 Madrid,Employment rate,2008,68.35,2
Males,28 Madrid,Employment rate,2008,68.99,1
Males,29 Málaga,Activity rate,2008,67.51,4
Males,29 Málaga,Activity rate,2008,67.93,3
Males,29 Málaga,Activity rate,2008,66.43,2
Males,29 Málaga,Activity rate,2008,66.88,1
Males,29 Málaga,Unemployment rate,2008,22.64,4
Males,29 Málaga,Unemployment rate,2008,16.96,3
Males,29 Málaga,Unemployment rate,2008,13.98,2
Males,29 Málaga,Unemployment rate,2008,12.52,1
Males,29 Málaga,Employment rate,2008,52.23,4
Males,29 Málaga,Employment rate,2008,56.41,3
Males,29 Málaga,Employment rate,2008,57.14,2
Males,29 Málaga,Employment rate,2008,58.51,1
Males,30 Murcia,Activity rate,2008,72,4
Males,30 Murcia,Activity rate,2008,72.09,3
Males,30 Murcia,Activity rate,2008,71.68,2
Males,30 Murcia,Activity rate,2008,72.51,1
Males,30 Murcia,Unemployment rate,2008,15.77,4
Males,30 Murcia,Unemployment rate,2008,13.55,3
Males,30 Murcia,Unemployment rate,2008,10.57,2
Males,30 Murcia,Unemployment rate,2008,7.87,1
Males,30 Murcia,Employment rate,2008,60.64,4
Males,30 Murcia,Employment rate,2008,62.32,3
Males,30 Murcia,Employment rate,2008,64.11,2
Males,30 Murcia,Employment rate,2008,66.8,1
Males,31 Navarra,Activity rate,2008,69.45,4
Males,31 Navarra,Activity rate,2008,70.76,3
Males,31 Navarra,Activity rate,2008,70.63,2
Males,31 Navarra,Activity rate,2008,70.35,1
Males,31 Navarra,Unemployment rate,2008,7.17,4
Males,31 Navarra,Unemployment rate,2008,5.29,3
Males,31 Navarra,Unemployment rate,2008,4.83,2
Males,31 Navarra,Unemployment rate,2008,5.28,1
Males,31 Navarra,Employment rate,2008,64.47,4
Males,31 Navarra,Employment rate,2008,67.01,3
Males,31 Navarra,Employment rate,2008,67.22,2
Males,31 Navarra,Employment rate,2008,66.64,1
Males,32 Ourense,Activity rate,2008,56.21,4
Males,32 Ourense,Activity rate,2008,56.63,3
Males,32 Ourense,Activity rate,2008,58.78,2
Males,32 Ourense,Activity rate,2008,58.72,1
Males,32 Ourense,Unemployment rate,2008,5.36,4
Males,32 Ourense,Unemployment rate,2008,4.02,3
Males,32 Ourense,Unemployment rate,2008,4.47,2
Males,32 Ourense,Unemployment rate,2008,5.98,1
Males,32 Ourense,Employment rate,2008,53.2,4
Males,32 Ourense,Employment rate,2008,54.36,3
Males,32 Ourense,Employment rate,2008,56.16,2
Males,32 Ourense,Employment rate,2008,55.21,1
Males,34 Palencia,Activity rate,2008,60.54,4
Males,34 Palencia,Activity rate,2008,61.36,3
Males,34 Palencia,Activity rate,2008,61.29,2
Males,34 Palencia,Activity rate,2008,61.43,1
Males,34 Palencia,Unemployment rate,2008,9.05,4
Males,34 Palencia,Unemployment rate,2008,9.47,3
Males,34 Palencia,Unemployment rate,2008,9.18,2
Males,34 Palencia,Unemployment rate,2008,5.38,1
Males,34 Palencia,Employment rate,2008,55.06,4
Males,34 Palencia,Employment rate,2008,55.54,3
Males,34 Palencia,Employment rate,2008,55.67,2
Males,34 Palencia,Employment rate,2008,58.12,1
Males,35 Palmas. Las,Activity rate,2008,71.51,4
Males,35 Palmas. Las,Activity rate,2008,71.1,3
Males,35 Palmas. Las,Activity rate,2008,70.85,2
Males,35 Palmas. Las,Activity rate,2008,70.67,1
Males,35 Palmas. Las,Unemployment rate,2008,20.4,4
Males,35 Palmas. Las,Unemployment rate,2008,18.06,3
Males,35 Palmas. Las,Unemployment rate,2008,15.99,2
Males,35 Palmas. Las,Unemployment rate,2008,12.11,1
Males,35 Palmas. Las,Employment rate,2008,56.92,4
Males,35 Palmas. Las,Employment rate,2008,58.26,3
Males,35 Palmas. Las,Employment rate,2008,59.52,2
Males,35 Palmas. Las,Employment rate,2008,62.11,1
Males,36 Pontevedra,Activity rate,2008,66.34,4
Males,36 Pontevedra,Activity rate,2008,66.2,3
Males,36 Pontevedra,Activity rate,2008,65.6,2
Males,36 Pontevedra,Activity rate,2008,66.44,1
Males,36 Pontevedra,Unemployment rate,2008,11.2,4
Males,36 Pontevedra,Unemployment rate,2008,9.24,3
Males,36 Pontevedra,Unemployment rate,2008,6.99,2
Males,36 Pontevedra,Unemployment rate,2008,7.47,1
Males,36 Pontevedra,Employment rate,2008,58.91,4
Males,36 Pontevedra,Employment rate,2008,60.08,3
Males,36 Pontevedra,Employment rate,2008,61.02,2
Males,36 Pontevedra,Employment rate,2008,61.48,1
Males,26 Rioja. La,Activity rate,2008,69.9,4
Males,26 Rioja. La,Activity rate,2008,71.2,3
Males,26 Rioja. La,Activity rate,2008,70.44,2
Males,26 Rioja. La,Activity rate,2008,68.84,1
Males,26 Rioja. La,Unemployment rate,2008,8.39,4
Males,26 Rioja. La,Unemployment rate,2008,6.89,3
Males,26 Rioja. La,Unemployment rate,2008,5.91,2
Males,26 Rioja. La,Unemployment rate,2008,4.67,1
Males,26 Rioja. La,Employment rate,2008,64.03,4
Males,26 Rioja. La,Employment rate,2008,66.3,3
Males,26 Rioja. La,Employment rate,2008,66.28,2
Males,26 Rioja. La,Employment rate,2008,65.63,1
Males,37 Salamanca,Activity rate,2008,61.08,4
Males,37 Salamanca,Activity rate,2008,62.23,3
Males,37 Salamanca,Activity rate,2008,63.03,2
Males,37 Salamanca,Activity rate,2008,62.59,1
Males,37 Salamanca,Unemployment rate,2008,9.65,4
Males,37 Salamanca,Unemployment rate,2008,7.33,3
Males,37 Salamanca,Unemployment rate,2008,3.8,2
Males,37 Salamanca,Unemployment rate,2008,3.36,1
Males,37 Salamanca,Employment rate,2008,55.18,4
Males,37 Salamanca,Employment rate,2008,57.67,3
Males,37 Salamanca,Employment rate,2008,60.63,2
Males,37 Salamanca,Employment rate,2008,60.49,1
Males,38 Santa Cruz de Tenerife,Activity rate,2008,68.25,4
Males,38 Santa Cruz de Tenerife,Activity rate,2008,68.43,3
Males,38 Santa Cruz de Tenerife,Activity rate,2008,69.33,2
Males,38 Santa Cruz de Tenerife,Activity rate,2008,70.6,1
Males,38 Santa Cruz de Tenerife,Unemployment rate,2008,17.55,4
Males,38 Santa Cruz de Tenerife,Unemployment rate,2008,15.51,3
Males,38 Santa Cruz de Tenerife,Unemployment rate,2008,14.43,2
Males,38 Santa Cruz de Tenerife,Unemployment rate,2008,14.66,1
Males,38 Santa Cruz de Tenerife,Employment rate,2008,56.27,4
Males,38 Santa Cruz de Tenerife,Employment rate,2008,57.82,3
Males,38 Santa Cruz de Tenerife,Employment rate,2008,59.33,2
Males,38 Santa Cruz de Tenerife,Employment rate,2008,60.25,1
Males,40 Segovia,Activity rate,2008,70.92,4
Males,40 Segovia,Activity rate,2008,71.62,3
Males,40 Segovia,Activity rate,2008,67.46,2
Males,40 Segovia,Activity rate,2008,64.36,1
Males,40 Segovia,Unemployment rate,2008,9.87,4
Males,40 Segovia,Unemployment rate,2008,5.96,3
Males,40 Segovia,Unemployment rate,2008,8.2,2
Males,40 Segovia,Unemployment rate,2008,8.44,1
Males,40 Segovia,Employment rate,2008,63.92,4
Males,40 Segovia,Employment rate,2008,67.35,3
Males,40 Segovia,Employment rate,2008,61.93,2
Males,40 Segovia,Employment rate,2008,58.93,1
Males,41 Sevilla,Activity rate,2008,70.89,4
Males,41 Sevilla,Activity rate,2008,69.75,3
Males,41 Sevilla,Activity rate,2008,69.9,2
Males,41 Sevilla,Activity rate,2008,70.07,1
Males,41 Sevilla,Unemployment rate,2008,18.07,4
Males,41 Sevilla,Unemployment rate,2008,12.75,3
Males,41 Sevilla,Unemployment rate,2008,12.44,2
Males,41 Sevilla,Unemployment rate,2008,11.04,1
Males,41 Sevilla,Employment rate,2008,58.08,4
Males,41 Sevilla,Employment rate,2008,60.85,3
Males,41 Sevilla,Employment rate,2008,61.2,2
Males,41 Sevilla,Employment rate,2008,62.33,1
Males,42 Soria,Activity rate,2008,62.64,4
Males,42 Soria,Activity rate,2008,63.58,3
Males,42 Soria,Activity rate,2008,65.21,2
Males,42 Soria,Activity rate,2008,67.36,1
Males,42 Soria,Unemployment rate,2008,4.13,4
Males,42 Soria,Unemployment rate,2008,4.51,3
Males,42 Soria,Unemployment rate,2008,4.02,2
Males,42 Soria,Unemployment rate,2008,3.55,1
Males,42 Soria,Employment rate,2008,60.05,4
Males,42 Soria,Employment rate,2008,60.72,3
Males,42 Soria,Employment rate,2008,62.59,2
Males,42 Soria,Employment rate,2008,64.97,1
Males,43 Tarragona,Activity rate,2008,71.82,4
Males,43 Tarragona,Activity rate,2008,72.96,3
Males,43 Tarragona,Activity rate,2008,72.47,2
Males,43 Tarragona,Activity rate,2008,72.55,1
Males,43 Tarragona,Unemployment rate,2008,13.08,4
Males,43 Tarragona,Unemployment rate,2008,10.58,3
Males,43 Tarragona,Unemployment rate,2008,9.72,2
Males,43 Tarragona,Unemployment rate,2008,7.98,1
Males,43 Tarragona,Employment rate,2008,62.43,4
Males,43 Tarragona,Employment rate,2008,65.24,3
Males,43 Tarragona,Employment rate,2008,65.42,2
Males,43 Tarragona,Employment rate,2008,66.76,1
Males,44 Teruel,Activity rate,2008,63.68,4
Males,44 Teruel,Activity rate,2008,64.05,3
Males,44 Teruel,Activity rate,2008,63.92,2
Males,44 Teruel,Activity rate,2008,62.38,1
Males,44 Teruel,Unemployment rate,2008,7.26,4
Males,44 Teruel,Unemployment rate,2008,4.07,3
Males,44 Teruel,Unemployment rate,2008,6.13,2
Males,44 Teruel,Unemployment rate,2008,3.46,1
Males,44 Teruel,Employment rate,2008,59.06,4
Males,44 Teruel,Employment rate,2008,61.44,3
Males,44 Teruel,Employment rate,2008,60,2
Males,44 Teruel,Employment rate,2008,60.22,1
Males,45 Toledo,Activity rate,2008,71.25,4
Males,45 Toledo,Activity rate,2008,71.53,3
Males,45 Toledo,Activity rate,2008,71.84,2
Males,45 Toledo,Activity rate,2008,72.43,1
Males,45 Toledo,Unemployment rate,2008,14.78,4
Males,45 Toledo,Unemployment rate,2008,10.22,3
Males,45 Toledo,Unemployment rate,2008,7.4,2
Males,45 Toledo,Unemployment rate,2008,7.84,1
Males,45 Toledo,Employment rate,2008,60.72,4
Males,45 Toledo,Employment rate,2008,64.22,3
Males,45 Toledo,Employment rate,2008,66.52,2
Males,45 Toledo,Employment rate,2008,66.75,1
Males,46 Valencia/València,Activity rate,2008,71.16,4
Males,46 Valencia/València,Activity rate,2008,71.68,3
Males,46 Valencia/València,Activity rate,2008,72.15,2
Males,46 Valencia/València,Activity rate,2008,71.89,1
Males,46 Valencia/València,Unemployment rate,2008,13.8,4
Males,46 Valencia/València,Unemployment rate,2008,11.02,3
Males,46 Valencia/València,Unemployment rate,2008,9.33,2
Males,46 Valencia/València,Unemployment rate,2008,7,1
Males,46 Valencia/València,Employment rate,2008,61.33,4
Males,46 Valencia/València,Employment rate,2008,63.78,3
Males,46 Valencia/València,Employment rate,2008,65.42,2
Males,46 Valencia/València,Employment rate,2008,66.86,1
Males,47 Valladolid,Activity rate,2008,66.84,4
Males,47 Valladolid,Activity rate,2008,67.56,3
Males,47 Valladolid,Activity rate,2008,69.36,2
Males,47 Valladolid,Activity rate,2008,68.34,1
Males,47 Valladolid,Unemployment rate,2008,9.73,4
Males,47 Valladolid,Unemployment rate,2008,8,3
Males,47 Valladolid,Unemployment rate,2008,7.34,2
Males,47 Valladolid,Unemployment rate,2008,5.04,1
Males,47 Valladolid,Employment rate,2008,60.34,4
Males,47 Valladolid,Employment rate,2008,62.15,3
Males,47 Valladolid,Employment rate,2008,64.27,2
Males,47 Valladolid,Employment rate,2008,64.89,1
Males,49 Zamora,Activity rate,2008,59.63,4
Males,49 Zamora,Activity rate,2008,60.13,3
Males,49 Zamora,Activity rate,2008,58.18,2
Males,49 Zamora,Activity rate,2008,58.97,1
Males,49 Zamora,Unemployment rate,2008,7.74,4
Males,49 Zamora,Unemployment rate,2008,5.88,3
Males,49 Zamora,Unemployment rate,2008,4.38,2
Males,49 Zamora,Unemployment rate,2008,3.86,1
Males,49 Zamora,Employment rate,2008,55.02,4
Males,49 Zamora,Employment rate,2008,56.6,3
Males,49 Zamora,Employment rate,2008,55.63,2
Males,49 Zamora,Employment rate,2008,56.69,1
Males,50 Zaragoza,Activity rate,2008,69.16,4
Males,50 Zaragoza,Activity rate,2008,68.86,3
Males,50 Zaragoza,Activity rate,2008,70.63,2
Males,50 Zaragoza,Activity rate,2008,69.41,1
Males,50 Zaragoza,Unemployment rate,2008,11.16,4
Males,50 Zaragoza,Unemployment rate,2008,6.54,3
Males,50 Zaragoza,Unemployment rate,2008,5.85,2
Males,50 Zaragoza,Unemployment rate,2008,5.87,1
Males,50 Zaragoza,Employment rate,2008,61.44,4
Males,50 Zaragoza,Employment rate,2008,64.36,3
Males,50 Zaragoza,Employment rate,2008,66.5,2
Males,50 Zaragoza,Employment rate,2008,65.34,1
Males,51 Ceuta,Activity rate,2008,69.81,4
Males,51 Ceuta,Activity rate,2008,70.11,3
Males,51 Ceuta,Activity rate,2008,71.87,2
Males,51 Ceuta,Activity rate,2008,69.82,1
Males,51 Ceuta,Unemployment rate,2008,9.11,4
Males,51 Ceuta,Unemployment rate,2008,13.39,3
Males,51 Ceuta,Unemployment rate,2008,14.18,2
Males,51 Ceuta,Unemployment rate,2008,13.29,1
Males,51 Ceuta,Employment rate,2008,63.45,4
Males,51 Ceuta,Employment rate,2008,60.72,3
Males,51 Ceuta,Employment rate,2008,61.68,2
Males,51 Ceuta,Employment rate,2008,60.54,1
Males,52 Melilla,Activity rate,2008,67.83,4
Males,52 Melilla,Activity rate,2008,74.19,3
Males,52 Melilla,Activity rate,2008,74.28,2
Males,52 Melilla,Activity rate,2008,73.39,1
Males,52 Melilla,Unemployment rate,2008,14.17,4
Males,52 Melilla,Unemployment rate,2008,17.78,3
Males,52 Melilla,Unemployment rate,2008,13.88,2
Males,52 Melilla,Unemployment rate,2008,15.66,1
Males,52 Melilla,Employment rate,2008,58.22,4
Males,52 Melilla,Employment rate,2008,61,3
Males,52 Melilla,Employment rate,2008,63.97,2
Males,52 Melilla,Employment rate,2008,61.9,1
Females,National Total,Activity rate,2008,51.78,4
Females,National Total,Activity rate,2008,50.95,3
Females,National Total,Activity rate,2008,50.75,2
Females,National Total,Activity rate,2008,50.25,1
Females,National Total,Unemployment rate,2008,14.85,4
Females,National Total,Unemployment rate,2008,12.48,3
Females,National Total,Unemployment rate,2008,12.08,2
Females,National Total,Unemployment rate,2008,11.88,1
Females,National Total,Employment rate,2008,44.09,4
Females,National Total,Employment rate,2008,44.59,3
Females,National Total,Employment rate,2008,44.62,2
Females,National Total,Employment rate,2008,44.28,1
Females,02 Albacete,Activity rate,2008,50.12,4
Females,02 Albacete,Activity rate,2008,51.08,3
Females,02 Albacete,Activity rate,2008,49.27,2
Females,02 Albacete,Activity rate,2008,49.75,1
Females,02 Albacete,Unemployment rate,2008,18.96,4
Females,02 Albacete,Unemployment rate,2008,11.45,3
Females,02 Albacete,Unemployment rate,2008,11.84,2
Females,02 Albacete,Unemployment rate,2008,13.67,1
Females,02 Albacete,Employment rate,2008,40.61,4
Females,02 Albacete,Employment rate,2008,45.23,3
Females,02 Albacete,Employment rate,2008,43.44,2
Females,02 Albacete,Employment rate,2008,42.95,1
Females,03 Alicante/Alacant,Activity rate,2008,52.94,4
Females,03 Alicante/Alacant,Activity rate,2008,49.57,3
Females,03 Alicante/Alacant,Activity rate,2008,49.68,2
Females,03 Alicante/Alacant,Activity rate,2008,48.79,1
Females,03 Alicante/Alacant,Unemployment rate,2008,18.5,4
Females,03 Alicante/Alacant,Unemployment rate,2008,14.2,3
Females,03 Alicante/Alacant,Unemployment rate,2008,15.24,2
Females,03 Alicante/Alacant,Unemployment rate,2008,11.89,1
Females,03 Alicante/Alacant,Employment rate,2008,43.15,4
Females,03 Alicante/Alacant,Employment rate,2008,42.52,3
Females,03 Alicante/Alacant,Employment rate,2008,42.1,2
Females,03 Alicante/Alacant,Employment rate,2008,42.99,1
Females,04 Almería,Activity rate,2008,53.92,4
Females,04 Almería,Activity rate,2008,48.46,3
Females,04 Almería,Activity rate,2008,48.9,2
Females,04 Almería,Activity rate,2008,51.45,1
Females,04 Almería,Unemployment rate,2008,25.27,4
Females,04 Almería,Unemployment rate,2008,27.39,3
Females,04 Almería,Unemployment rate,2008,21.71,2
Females,04 Almería,Unemployment rate,2008,16.52,1
Females,04 Almería,Employment rate,2008,40.29,4
Females,04 Almería,Employment rate,2008,35.19,3
Females,04 Almería,Employment rate,2008,38.29,2
Females,04 Almería,Employment rate,2008,42.95,1
Females,01 Araba/Álava,Activity rate,2008,54.36,4
Females,01 Araba/Álava,Activity rate,2008,54.95,3
Females,01 Araba/Álava,Activity rate,2008,51.95,2
Females,01 Araba/Álava,Activity rate,2008,50.06,1
Females,01 Araba/Álava,Unemployment rate,2008,7.83,4
Females,01 Araba/Álava,Unemployment rate,2008,3.55,3
Females,01 Araba/Álava,Unemployment rate,2008,6.3,2
Females,01 Araba/Álava,Unemployment rate,2008,5.01,1
Females,01 Araba/Álava,Employment rate,2008,50.11,4
Females,01 Araba/Álava,Employment rate,2008,53,3
Females,01 Araba/Álava,Employment rate,2008,48.67,2
Females,01 Araba/Álava,Employment rate,2008,47.55,1
Females,33 Asturias,Activity rate,2008,45.65,4
Females,33 Asturias,Activity rate,2008,45.98,3
Females,33 Asturias,Activity rate,2008,44.97,2
Females,33 Asturias,Activity rate,2008,44.4,1
Females,33 Asturias,Unemployment rate,2008,11.99,4
Females,33 Asturias,Unemployment rate,2008,9.52,3
Females,33 Asturias,Unemployment rate,2008,9.39,2
Females,33 Asturias,Unemployment rate,2008,11.56,1
Females,33 Asturias,Employment rate,2008,40.17,4
Females,33 Asturias,Employment rate,2008,41.6,3
Females,33 Asturias,Employment rate,2008,40.74,2
Females,33 Asturias,Employment rate,2008,39.26,1
Females,05 Ávila,Activity rate,2008,43.29,4
Females,05 Ávila,Activity rate,2008,43.56,3
Females,05 Ávila,Activity rate,2008,43.09,2
Females,05 Ávila,Activity rate,2008,42.93,1
Females,05 Ávila,Unemployment rate,2008,17.8,4
Females,05 Ávila,Unemployment rate,2008,13.63,3
Females,05 Ávila,Unemployment rate,2008,14.71,2
Females,05 Ávila,Unemployment rate,2008,12.07,1
Females,05 Ávila,Employment rate,2008,35.58,4
Females,05 Ávila,Employment rate,2008,37.62,3
Females,05 Ávila,Employment rate,2008,36.75,2
Females,05 Ávila,Employment rate,2008,37.75,1
Females,06 Badajoz,Activity rate,2008,44.03,4
Females,06 Badajoz,Activity rate,2008,44.02,3
Females,06 Badajoz,Activity rate,2008,42.62,2
Females,06 Badajoz,Activity rate,2008,42.34,1
Females,06 Badajoz,Unemployment rate,2008,23.98,4
Females,06 Badajoz,Unemployment rate,2008,20.85,3
Females,06 Badajoz,Unemployment rate,2008,21.97,2
Females,06 Badajoz,Unemployment rate,2008,20.29,1
Females,06 Badajoz,Employment rate,2008,33.47,4
Females,06 Badajoz,Employment rate,2008,34.84,3
Females,06 Badajoz,Employment rate,2008,33.25,2
Females,06 Badajoz,Employment rate,2008,33.75,1
Females,07 Balears. Illes,Activity rate,2008,56.42,4
Females,07 Balears. Illes,Activity rate,2008,58.87,3
Females,07 Balears. Illes,Activity rate,2008,57.13,2
Females,07 Balears. Illes,Activity rate,2008,53.72,1
Females,07 Balears. Illes,Unemployment rate,2008,11.54,4
Females,07 Balears. Illes,Unemployment rate,2008,8.89,3
Females,07 Balears. Illes,Unemployment rate,2008,9.47,2
Females,07 Balears. Illes,Unemployment rate,2008,13.48,1
Females,07 Balears. Illes,Employment rate,2008,49.91,4
Females,07 Balears. Illes,Employment rate,2008,53.64,3
Females,07 Balears. Illes,Employment rate,2008,51.72,2
Females,07 Balears. Illes,Employment rate,2008,46.48,1
Females,08 Barcelona,Activity rate,2008,56.45,4
Females,08 Barcelona,Activity rate,2008,55.78,3
Females,08 Barcelona,Activity rate,2008,55.86,2
Females,08 Barcelona,Activity rate,2008,55.39,1
Females,08 Barcelona,Unemployment rate,2008,10.64,4
Females,08 Barcelona,Unemployment rate,2008,7.9,3
Females,08 Barcelona,Unemployment rate,2008,6.8,2
Females,08 Barcelona,Unemployment rate,2008,8.47,1
Females,08 Barcelona,Employment rate,2008,50.44,4
Females,08 Barcelona,Employment rate,2008,51.37,3
Females,08 Barcelona,Employment rate,2008,52.06,2
Females,08 Barcelona,Employment rate,2008,50.7,1
Females,48 Bizkaia,Activity rate,2008,49.7,4
Females,48 Bizkaia,Activity rate,2008,49.03,3
Females,48 Bizkaia,Activity rate,2008,48.22,2
Females,48 Bizkaia,Activity rate,2008,46.94,1
Females,48 Bizkaia,Unemployment rate,2008,10.75,4
Females,48 Bizkaia,Unemployment rate,2008,8.17,3
Females,48 Bizkaia,Unemployment rate,2008,8.7,2
Females,48 Bizkaia,Unemployment rate,2008,8.49,1
Females,48 Bizkaia,Employment rate,2008,44.36,4
Females,48 Bizkaia,Employment rate,2008,45.02,3
Females,48 Bizkaia,Employment rate,2008,44.02,2
Females,48 Bizkaia,Employment rate,2008,42.96,1
Females,09 Burgos,Activity rate,2008,51.65,4
Females,09 Burgos,Activity rate,2008,50.68,3
Females,09 Burgos,Activity rate,2008,49.63,2
Females,09 Burgos,Activity rate,2008,49.75,1
Females,09 Burgos,Unemployment rate,2008,15.39,4
Females,09 Burgos,Unemployment rate,2008,11.2,3
Females,09 Burgos,Unemployment rate,2008,15.45,2
Females,09 Burgos,Unemployment rate,2008,11.82,1
Females,09 Burgos,Employment rate,2008,43.7,4
Females,09 Burgos,Employment rate,2008,45,3
Females,09 Burgos,Employment rate,2008,41.96,2
Females,09 Burgos,Employment rate,2008,43.87,1
Females,10 Cáceres,Activity rate,2008,41.17,4
Females,10 Cáceres,Activity rate,2008,41.47,3
Females,10 Cáceres,Activity rate,2008,42.21,2
Females,10 Cáceres,Activity rate,2008,40.26,1
Females,10 Cáceres,Unemployment rate,2008,21.44,4
Females,10 Cáceres,Unemployment rate,2008,21.26,3
Females,10 Cáceres,Unemployment rate,2008,19.71,2
Females,10 Cáceres,Unemployment rate,2008,23.76,1
Females,10 Cáceres,Employment rate,2008,32.35,4
Females,10 Cáceres,Employment rate,2008,32.65,3
Females,10 Cáceres,Employment rate,2008,33.89,2
Females,10 Cáceres,Employment rate,2008,30.7,1
Females,11 Cádiz,Activity rate,2008,44.34,4
Females,11 Cádiz,Activity rate,2008,45.14,3
Females,11 Cádiz,Activity rate,2008,44.16,2
Females,11 Cádiz,Activity rate,2008,43.57,1
Females,11 Cádiz,Unemployment rate,2008,23.02,4
Females,11 Cádiz,Unemployment rate,2008,22.69,3
Females,11 Cádiz,Unemployment rate,2008,20.73,2
Females,11 Cádiz,Unemployment rate,2008,22.27,1
Females,11 Cádiz,Employment rate,2008,34.13,4
Females,11 Cádiz,Employment rate,2008,34.9,3
Females,11 Cádiz,Employment rate,2008,35,2
Females,11 Cádiz,Employment rate,2008,33.86,1
Females,39 Cantabria,Activity rate,2008,48.64,4
Females,39 Cantabria,Activity rate,2008,48.33,3
Females,39 Cantabria,Activity rate,2008,48.07,2
Females,39 Cantabria,Activity rate,2008,48.12,1
Females,39 Cantabria,Unemployment rate,2008,9.3,4
Females,39 Cantabria,Unemployment rate,2008,7.39,3
Females,39 Cantabria,Unemployment rate,2008,9.3,2
Females,39 Cantabria,Unemployment rate,2008,9.39,1
Females,39 Cantabria,Employment rate,2008,44.12,4
Females,39 Cantabria,Employment rate,2008,44.76,3
Females,39 Cantabria,Employment rate,2008,43.6,2
Females,39 Cantabria,Employment rate,2008,43.6,1
Females,12 Castellón/Castelló,Activity rate,2008,53.87,4
Females,12 Castellón/Castelló,Activity rate,2008,52.13,3
Females,12 Castellón/Castelló,Activity rate,2008,53.58,2
Females,12 Castellón/Castelló,Activity rate,2008,53.43,1
Females,12 Castellón/Castelló,Unemployment rate,2008,16.26,4
Females,12 Castellón/Castelló,Unemployment rate,2008,12.61,3
Females,12 Castellón/Castelló,Unemployment rate,2008,10.83,2
Females,12 Castellón/Castelló,Unemployment rate,2008,10.46,1
Females,12 Castellón/Castelló,Employment rate,2008,45.11,4
Females,12 Castellón/Castelló,Employment rate,2008,45.55,3
Females,12 Castellón/Castelló,Employment rate,2008,47.77,2
Females,12 Castellón/Castelló,Employment rate,2008,47.84,1
Females,13 Ciudad Real,Activity rate,2008,43.07,4
Females,13 Ciudad Real,Activity rate,2008,42.81,3
Females,13 Ciudad Real,Activity rate,2008,42.35,2
Females,13 Ciudad Real,Activity rate,2008,40.54,1
Females,13 Ciudad Real,Unemployment rate,2008,19.24,4
Females,13 Ciudad Real,Unemployment rate,2008,22.22,3
Females,13 Ciudad Real,Unemployment rate,2008,19.5,2
Females,13 Ciudad Real,Unemployment rate,2008,17.4,1
Females,13 Ciudad Real,Employment rate,2008,34.78,4
Females,13 Ciudad Real,Employment rate,2008,33.3,3
Females,13 Ciudad Real,Employment rate,2008,34.09,2
Females,13 Ciudad Real,Employment rate,2008,33.48,1
Females,14 Córdoba,Activity rate,2008,47.01,4
Females,14 Córdoba,Activity rate,2008,45.61,3
Females,14 Córdoba,Activity rate,2008,45.01,2
Females,14 Córdoba,Activity rate,2008,45.11,1
Females,14 Córdoba,Unemployment rate,2008,26.02,4
Females,14 Córdoba,Unemployment rate,2008,23.62,3
Females,14 Córdoba,Unemployment rate,2008,21.17,2
Females,14 Córdoba,Unemployment rate,2008,15.87,1
Females,14 Córdoba,Employment rate,2008,34.78,4
Females,14 Córdoba,Employment rate,2008,34.84,3
Females,14 Córdoba,Employment rate,2008,35.48,2
Females,14 Córdoba,Employment rate,2008,37.95,1
Females,15 Coruña. A,Activity rate,2008,49.75,4
Females,15 Coruña. A,Activity rate,2008,49.1,3
Females,15 Coruña. A,Activity rate,2008,46.69,2
Females,15 Coruña. A,Activity rate,2008,44.61,1
Females,15 Coruña. A,Unemployment rate,2008,10.27,4
Females,15 Coruña. A,Unemployment rate,2008,10.48,3
Females,15 Coruña. A,Unemployment rate,2008,10.73,2
Females,15 Coruña. A,Unemployment rate,2008,10.46,1
Females,15 Coruña. A,Employment rate,2008,44.64,4
Females,15 Coruña. A,Employment rate,2008,43.95,3
Females,15 Coruña. A,Employment rate,2008,41.68,2
